Customer ID,Customer Segment,Date,Day of Week,Month,Payment Method,Product Category,Product Subcategory,Quarter,Region,Sales Channel,Transaction ID,Avg Order Value,Cost of Goods Sold,Discount %,Discount Applied,Gross Margin,Marketing Expense,Price per Unit,Product Rating,Profit,Quantity,Shipping Cost %,Shipping Expense,Tax,Total Sales
7792,Low-Value,06-04-2023,Thursday,April,Cash,Beauty,Makeup,Q2,Punjab,Online,303849,170209.1,110138.19,8.812689803e-07,0.15,0.245805483,16901.38,34041.82,3.73,41838.33,5,0.007820968,1331.2,8910.04,170209.1
6932,Mid-Value,02-03-2023,Thursday,March,Credit Card,Home & Kitchen,Appliances,Q1,Madhya Pradesh,Online,818599,19078.06,14415.07,7.862434650e-06,0.15,0.138566500,1856.2,9539.03,1.12,2643.58,2,0.008554853,163.21,2381.32,19078.06
9904,High-Value,12-02-2023,Sunday,February,Debit Card,Electronics,Mobiles,Q1,Punjab,Offline,926995,47868.88,35711.54,3.133559841e-06,0.15,0.164104529,2825.66,11967.22,2.59,7855.5,4,0.030837989,1476.18,5340.89,47868.88
6940,Mid-Value,03-07-2023,Monday,July,UPI,Beauty,Fragrances,Q3,Himachal Pradesh,Retail Store,826430,51127.96,32905.18,,,0.251820530,4865.19,25563.98,1.22,12875.07,2,0.009437498,482.52,4812.49,51127.96
1782,High-Value,25-08-2023,Friday,August,UPI,Fashion,Clothing,Q3,Maharashtra,Online,554610,146667.33,90644.29,3.409075491e-07,0.05,0.283416218,13444.12,48889.11,3.96,41567.9,3,0.006893287,1011.02,13186.99,146667.33
7082,Mid-Value,06-02-2023,Monday,February,Debit Card,Home & Kitchen,Cookware,Q1,Madhya Pradesh,Online,357668,52897.96,35359.55,9.452160348e-07,0.05,0.203730352,5016.19,13224.49,1.69,10776.92,4,0.032993711,1745.3,3845.53,52897.96
9492,Mid-Value,19-06-2023,Monday,June,UPI,Electronics,Audio Player,Q2,Haryana,Offline,504867,33423.63,22366.65,2.991895255e-06,0.1,0.262065790,2128.08,33423.63,3.31,8759.19,1,0.005077545,169.71,4738.4,33423.63
4037,Mid-Value,01-03-2023,Wednesday,March,Debit Card,Fashion,Accessories,Q1,Uttarakhand,Retail Store,173205,217591.9,131453.82,6.893638964e-07,0.15,0.326629254,13762.34,43518.38,3.96,71071.88,5,0.005992227,1303.86,12634.66,217591.9
1956,Mid-Value,18-06-2023,Sunday,June,Cash,Home & Kitchen,Decor,Q2,Madhya Pradesh,Offline,750299,150497.45,97591.91,3.322315428e-07,0.05,0.264652590,12386.74,30099.49,1.98,39829.54,5,0.004579878,689.26,8408.47,150497.45
3217,Low-Value,05-11-2023,Sunday,November,UPI,Electronics,Audio Player,Q4,Madhya Pradesh,Offline,578684,110661.9,75293.87,4.518266901e-07,0.05,0.222444762,8308.38,22132.38,4.46,24616.16,5,0.022080680,2443.49,12421.56,110661.9
2886,Low-Value,01-01-2023,Sunday,January,UPI,Beauty,Skincare,Q1,Himachal Pradesh,Offline,861273,63804.72,43811.31,,,0.211770226,5244.63,15951.18,1.86,13511.94,4,0.019384773,1236.84,7059.43,63804.72
1252,Mid-Value,29-12-2023,Friday,December,UPI,Fashion,Clothing,Q4,Punjab,Retail Store,404936,192429.28,148488.21,7.795071519e-07,0.15,0.129524935,17173.64,48107.32,2.17,24924.39,4,0.009577752,1843.04,27920.44,192429.28
7135,High-Value,05-05-2023,Friday,May,Credit Card,Electronics,Audio Player,Q2,Uttarakhand,Online,765759,24158.99,16846.23,6.208868831e-06,0.15,0.225795035,1521.56,24158.99,3.64,5454.98,1,0.013916973,336.22,2984.57,24158.99
7134,High-Value,31-01-2023,Tuesday,January,Cash,Fashion,Clothing,Q1,Himachal Pradesh,Online,682601,44174.67,35234.06,2.263740736e-06,0.1,0.124837831,2416.29,14724.89,4.03,5514.67,3,0.022855858,1009.65,4942.49,44174.67
5929,High-Value,08-03-2023,Wednesday,March,Debit Card,Fashion,Shoes,Q1,Maharashtra,Offline,828944,19429.29,12443.71,7.720302698e-06,0.15,0.250319492,1019.01,6476.43,4.41,4863.53,3,0.056772018,1103.04,2536.12,19429.29
3587,High-Value,11-05-2023,Thursday,May,Debit Card,Beauty,Skincare,Q2,Maharashtra,Online,805342,19261.14,11677.32,7.787701040e-06,0.15,0.255559640,1340.14,6420.38,4.32,4922.37,3,0.068599782,1321.31,1842.95,19261.14
3409,Low-Value,10-04-2023,Monday,April,Debit Card,Electronics,Mobiles,Q2,Himachal Pradesh,Online,841764,57011.1,41543.45,,,0.205154084,3295.78,28505.55,2.57,11696.06,2,0.008345919,475.81,7791.46,57011.1
5634,Low-Value,15-04-2023,Saturday,April,UPI,Fashion,Clothing,Q2,Uttarakhand,Online,593617,172281.85,109856.18,8.706662948e-07,0.15,0.291089340,11466.39,34456.37,3.21,50149.41,5,0.004700843,809.87,21757,172281.85
9711,Mid-Value,25-02-2023,Saturday,February,Credit Card,Fashion,Accessories,Q1,Punjab,Offline,736862,34198.4,24258.5,,,0.215080530,2418.63,34198.4,4.94,7355.41,1,0.004849934,165.86,4736.72,34198.4
1255,Mid-Value,31-05-2023,Wednesday,May,Debit Card,Home & Kitchen,Furniture,Q2,Uttarakhand,Online,598327,25036.13,17269.09,,,0.225313177,1758.39,25036.13,1.61,5640.97,1,0.014685976,367.68,1672.84,25036.13
4147,Mid-Value,14-11-2023,Tuesday,November,Cash,Electronics,Laptops,Q4,Uttarakhand,Online,207169,159132.9,103043.22,9.426083481e-07,0.15,0.293830754,8432.16,31826.58,2.92,46758.14,5,0.005651754,899.38,11198.22,159132.9
3400,High-Value,12-06-2023,Monday,June,Credit Card,Home & Kitchen,Cookware,Q2,Maharashtra,Retail Store,862567,149291.82,92488.48,3.349145318e-07,0.05,0.289245921,12582.2,49763.94,1.61,43182.05,3,0.006960127,1039.09,12678.77,149291.82
2204,Low-Value,06-03-2023,Monday,March,Cash,Electronics,Audio Player,Q1,Punjab,Online,179920,11558.26,8012.95,,,0.238065245,632.97,11558.26,4.37,2751.62,1,0.013905207,160.72,1256.33,11558.26
7215,High-Value,03-01-2023,Tuesday,January,Debit Card,Fashion,Shoes,Q1,Maharashtra,Offline,244787,33148.71,25495.63,4.525062966e-06,0.15,0.114844288,2688.13,11049.57,4.96,3806.94,3,0.034933788,1158.01,4055.74,33148.71
6864,Low-Value,08-09-2023,Friday,September,Credit Card,Fashion,Shoes,Q3,Madhya Pradesh,Retail Store,370339,31543.64,19397.29,1.585105587e-06,0.05,0.275770964,3146.07,7885.91,1.21,8698.82,4,0.009556919,301.46,4307.64,31543.64
5744,Low-Value,03-03-2023,Friday,March,Debit Card,Fashion,Shoes,Q1,Himachal Pradesh,Retail Store,761466,72349.95,44850.25,,,0.267471228,6963.72,24116.65,1.66,19351.53,3,0.016371124,1184.45,7868.36,72349.95
4555,High-Value,31-01-2023,Tuesday,January,UPI,Beauty,Fragrances,Q1,Madhya Pradesh,Online,400578,178327.96,139067.6,5.607645599e-07,0.1,0.150541115,10577.31,44581.99,1.5,26845.69,4,0.010303264,1837.36,17843.49,178327.96
8206,High-Value,10-11-2023,Friday,November,Debit Card,Home & Kitchen,Cookware,Q4,Punjab,Retail Store,379020,30188.2,23191.28,1.656276293e-06,0.05,0.157746073,1964.11,30188.2,2.81,4762.07,1,0.008968405,270.74,2090.89,30188.2
5639,Mid-Value,22-06-2023,Thursday,June,Credit Card,Home & Kitchen,Decor,Q2,Punjab,Offline,719815,147631.59,109946.15,3.386809016e-07,0.05,0.175493131,11144.8,49210.53,3.22,25908.33,3,0.004283026,632.31,16663.04,147631.59
3494,Low-Value,16-01-2023,Monday,January,Debit Card,Fashion,Accessories,Q1,Himachal Pradesh,Retail Store,521033,75443.76,55782.98,6.627453351e-07,0.05,0.199118257,4391.09,37721.88,3.68,15022.23,2,0.003280059,247.46,4976.94,75443.76
6617,Low-Value,16-08-2023,Wednesday,August,Cash,Electronics,Audio Player,Q3,Uttarakhand,Online,749978,202873.95,133994.55,7.393753609e-07,0.15,0.240761764,18097.7,40574.79,3.39,48844.29,5,0.009549821,1937.41,13186.11,202873.95
9915,High-Value,12-12-2023,Tuesday,December,Credit Card,Fashion,Accessories,Q4,Himachal Pradesh,Online,305914,177883.35,124916.15,2.810830806e-07,0.05,0.197288504,17468.26,35576.67,4.05,35094.34,5,0.002274524,404.6,9470.92,177883.35
3644,High-Value,19-10-2023,Thursday,October,Credit Card,Electronics,TVs,Q4,Gujarat,Online,334031,46572.9,35530.89,1.073585712e-06,0.05,0.153703119,3109.85,9314.58,4.48,7158.4,5,0.016613954,773.76,5090.98,46572.9
9664,High-Value,20-06-2023,Tuesday,June,UPI,Home & Kitchen,Decor,Q2,Punjab,Online,314064,27774.42,17061.89,3.600435221e-06,0.1,0.304406717,1803.34,9258.14,3.59,8454.72,3,0.016362898,454.47,3482.71,27774.42
4609,Low-Value,31-05-2023,Wednesday,May,Debit Card,Beauty,Skincare,Q2,Uttarakhand,Online,405474,65838.9,45123.83,7.594294558e-07,0.05,0.229420449,5356.14,32919.45,1.64,15104.79,2,0.003860028,254.14,9731.18,65838.9
5322,High-Value,07-02-2023,Tuesday,February,Credit Card,Electronics,Mobiles,Q1,Gujarat,Offline,687068,33299.5,25401.79,,,0.174169282,1830.83,16649.75,4.4,5799.75,2,0.008022042,267.13,3735.85,33299.5
1315,High-Value,08-09-2023,Friday,September,Cash,Beauty,Makeup,Q3,Gujarat,Online,171501,111836.36,69500.51,4.470817899e-07,0.05,0.280687426,10572.46,27959.09,3.61,31391.06,4,0.003329239,372.33,13580.84,111836.36
9206,High-Value,12-10-2023,Thursday,October,UPI,Beauty,Skincare,Q4,Uttarakhand,Retail Store,248785,162565.25,109406.21,3.075688070e-07,0.05,0.249146481,10393.84,32513.05,2.24,40502.56,5,0.013918350,2262.64,20260.98,162565.25
1577,Mid-Value,31-05-2023,Wednesday,May,Credit Card,Electronics,TVs,Q2,Himachal Pradesh,Online,942072,35105.84,26079.38,2.848528906e-06,0.1,0.185302787,2183.72,35105.84,3.41,6505.21,1,0.009614640,337.53,3266.12,35105.84
6377,High-Value,09-08-2023,Wednesday,August,UPI,Beauty,Skincare,Q3,Madhya Pradesh,Retail Store,725896,16320.07,10806.26,,,0.246884970,1036.68,16320.07,3.51,4029.18,1,0.027447799,447.95,1827.77,16320.07
5733,Low-Value,16-02-2023,Thursday,February,Cash,Electronics,Laptops,Q1,Gujarat,Retail Store,338034,10941.63,7318.2,9.139406103e-06,0.1,0.253505191,773.3,10941.63,3.06,2773.76,1,0.006979764,76.37,1424.25,10941.63
5501,High-Value,22-02-2023,Wednesday,February,Debit Card,Electronics,Mobiles,Q1,Maharashtra,Retail Store,159915,118652.4,76256.04,,,0.274604643,9331.45,23730.48,2.41,32582.5,5,0.004065742,482.41,12857.4,118652.4
6126,Mid-Value,18-03-2023,Saturday,March,UPI,Fashion,Shoes,Q1,Himachal Pradesh,Offline,629564,38220.8,28095.58,2.616376423e-06,0.1,0.192130986,1947.77,19110.4,3.86,7343.4,2,0.021821888,834.05,4146.59,38220.8
8863,Low-Value,29-01-2023,Sunday,January,UPI,Home & Kitchen,Furniture,Q1,Gujarat,Offline,856671,80488.3,62558.93,,,0.121799442,7388.29,40244.15,3.53,9803.43,2,0.009164686,737.65,7002.97,80488.3
4610,High-Value,05-05-2023,Friday,May,Debit Card,Electronics,TVs,Q2,Maharashtra,Offline,548145,125943.15,78008.36,,,0.316191552,7856.2,25188.63,2.66,39822.16,5,0.002036077,256.43,16951.12,125943.15
7160,Low-Value,24-11-2023,Friday,November,Cash,Fashion,Accessories,Q4,Gujarat,Online,868558,26370.15,16243.77,3.792166522e-06,0.1,0.235975525,1476.68,5274.03,4.11,6222.71,5,0.092035502,2426.99,2214.89,26370.15
6677,High-Value,24-12-2023,Sunday,December,Debit Card,Fashion,Shoes,Q4,Punjab,Retail Store,654585,9015.42,6108.46,1.109210664e-05,0.1,0.237305639,659.5,9015.42,1.96,2139.41,1,0.011985021,108.05,1078.79,9015.42
3590,Low-Value,05-08-2023,Saturday,August,Debit Card,Home & Kitchen,Appliances,Q3,Haryana,Online,141987,29710.56,23691.62,,,0.091002660,2182.78,9903.52,3.19,2703.74,3,0.038115068,1132.42,3423.79,29710.56
1656,Mid-Value,21-07-2023,Friday,July,Debit Card,Fashion,Clothing,Q3,Himachal Pradesh,Offline,667485,15515.6,11718.64,9.667689293e-06,0.15,0.177371162,828.84,15515.6,3.5,2752.02,1,0.013927918,216.1,1805.51,15515.6
9120,Mid-Value,14-02-2023,Tuesday,February,Credit Card,Home & Kitchen,Cookware,Q1,Madhya Pradesh,Retail Store,392118,47890.91,37964.79,1.044039464e-06,0.05,0.107834869,4587.46,47890.91,1.72,5164.31,1,0.003640566,174.35,4876.95,47890.91
5996,Mid-Value,12-04-2023,Wednesday,April,Debit Card,Electronics,Laptops,Q2,Haryana,Retail Store,950224,30421.14,20652.58,3.287187791e-06,0.1,0.248935444,1890.4,30421.14,4.25,7572.9,1,0.010034469,305.26,4549.32,30421.14
1372,Low-Value,16-10-2023,Monday,October,Credit Card,Electronics,Audio Player,Q4,Maharashtra,Online,567828,20657.59,14526.08,,,0.186540153,1998.29,20657.59,1.34,3853.47,1,0.013542238,279.75,2180.51,20657.59
5686,High-Value,06-12-2023,Wednesday,December,Cash,Fashion,Shoes,Q4,Gujarat,Retail Store,407427,116287.53,73688.21,1.289906149e-06,0.15,0.289432237,8216.89,38762.51,3.77,33657.36,3,0.006235148,725.07,8483.53,116287.53
1370,High-Value,29-03-2023,Wednesday,March,Credit Card,Beauty,Skincare,Q1,Uttarakhand,Retail Store,946498,125727.75,98774.58,7.953693596e-07,0.1,0.135239118,8584.63,25145.55,1.43,17003.31,5,0.010858621,1365.23,16404.07,125727.75
8429,High-Value,19-03-2023,Sunday,March,Debit Card,Fashion,Shoes,Q1,Punjab,Offline,705203,10793.92,7521.72,1.389671222e-05,0.15,0.197631630,765.75,10793.92,3.66,2133.22,1,0.034577799,373.23,1459.27,10793.92
7047,Low-Value,05-09-2023,Tuesday,September,Credit Card,Electronics,Mobiles,Q3,Haryana,Offline,431036,30980.92,20289.17,4.841689659e-06,0.15,0.259849611,2583.4,30980.92,3.77,8050.38,1,0.001871152,57.97,1791.74,30980.92
3385,High-Value,15-03-2023,Wednesday,March,Cash,Beauty,Haircare,Q1,Himachal Pradesh,Online,532734,44381.24,27076.34,,,0.276054928,4330.27,11095.31,4.25,12251.66,4,0.016289991,722.97,3720.92,44381.24
9509,Mid-Value,18-05-2023,Thursday,May,Cash,Fashion,Shoes,Q2,Maharashtra,Online,785135,110521.52,75834.41,1.357201747e-06,0.15,0.220436255,8732.87,27630.38,4.06,24362.95,4,0.014398010,1591.29,16281.31,110521.52
7845,Low-Value,13-02-2023,Monday,February,Debit Card,Electronics,Laptops,Q1,Madhya Pradesh,Online,179609,58401.68,43110.49,2.568419265e-06,0.15,0.186545490,3661.6,29200.84,1.36,10894.57,2,0.012585597,735.02,8532.4,58401.68
5785,High-Value,28-05-2023,Sunday,May,Cash,Beauty,Skincare,Q2,Himachal Pradesh,Retail Store,139646,68162.15,53073.63,2.200634810e-06,0.15,0.109353652,5166.75,13632.43,4.22,7453.78,5,0.036207631,2467.99,7264.04,68162.15
8840,High-Value,19-04-2023,Wednesday,April,Cash,Fashion,Clothing,Q2,Gujarat,Retail Store,687066,122406.8,91826.98,,,0.169803557,8504.81,24481.36,2.5,20785.11,5,0.010537813,1289.9,14307.27,122406.8
3208,High-Value,03-12-2023,Sunday,December,Debit Card,Electronics,Laptops,Q4,Punjab,Retail Store,751496,43998.36,30452.02,2.272811987e-06,0.1,0.242875416,2513.17,21999.18,4.54,10686.12,2,0.007887794,347.05,2492.76,43998.36
2834,Low-Value,05-12-2023,Tuesday,December,UPI,Home & Kitchen,Appliances,Q4,Maharashtra,Online,271173,41686.85,26802.22,2.398838003e-06,0.1,0.242596886,3744.06,8337.37,3.58,10113.1,5,0.024647341,1027.47,5306.15,41686.85
8059,Low-Value,14-02-2023,Tuesday,February,Debit Card,Beauty,Skincare,Q1,Haryana,Offline,251414,193939.8,143810.7,2.578119602e-07,0.05,0.177663378,14167.44,38787.96,4.34,34456,5,0.007763543,1505.66,19990.48,193939.8
8153,High-Value,11-10-2023,Wednesday,October,Cash,Fashion,Accessories,Q4,Gujarat,Offline,409789,134552.68,85132.91,1.114804997e-06,0.15,0.263369708,12426.21,33638.17,1.04,35437.1,4,0.011567663,1556.46,16956.33,134552.68
9622,High-Value,19-11-2023,Sunday,November,UPI,Fashion,Shoes,Q4,Madhya Pradesh,Online,574610,21786.86,16372.61,4.589922550e-06,0.1,0.171005826,1487.17,21786.86,2.87,3725.68,1,0.009244104,201.4,2507.34,21786.86
6304,Mid-Value,04-12-2023,Monday,December,UPI,Home & Kitchen,Appliances,Q4,Haryana,Retail Store,168503,34032.72,26316.22,,,0.171620429,1763.6,34032.72,1.02,5840.71,1,0.003296533,112.19,1975.01,34032.72
8177,High-Value,02-10-2023,Monday,October,Debit Card,Electronics,Audio Player,Q4,Uttarakhand,Retail Store,496494,54839.96,38782.82,,,0.196047189,4782.19,27419.98,4.46,10751.22,2,0.009550153,523.73,4652.38,54839.96
1089,Mid-Value,19-02-2023,Sunday,February,Cash,Home & Kitchen,Appliances,Q1,Madhya Pradesh,Retail Store,199108,26298.04,20341.83,,,0.162747490,1513.52,26298.04,1.16,4279.94,1,0.006188674,162.75,1423.17,26298.04
4590,High-Value,05-02-2023,Sunday,February,Debit Card,Beauty,Makeup,Q1,Gujarat,Retail Store,445898,116751.96,71926.62,4.282583350e-07,0.05,0.301301066,8257.58,38917.32,4.03,35177.49,3,0.011907894,1390.27,15779.77,116751.96
3962,Low-Value,18-04-2023,Tuesday,April,Cash,Fashion,Shoes,Q2,Himachal Pradesh,Online,157097,70669.35,48134.69,,,0.208471848,6976.88,23556.45,3.85,14732.57,3,0.011677057,825.21,6531.2,70669.35
4036,High-Value,21-02-2023,Tuesday,February,Cash,Home & Kitchen,Decor,Q1,Madhya Pradesh,Offline,773259,69769.08,49918.57,7.166498397e-07,0.05,0.215658570,3908.34,34884.54,4.96,15046.3,2,0.012840502,895.87,10306.6,69769.08
1495,Low-Value,10-02-2023,Friday,February,Credit Card,Electronics,Audio Player,Q1,Uttarakhand,Offline,646725,48719.05,35331.35,3.078877770e-06,0.15,0.217110350,2739.61,48719.05,1.31,10577.41,1,0.001450767,70.68,3055.51,48719.05
6525,Low-Value,13-06-2023,Tuesday,June,Credit Card,Home & Kitchen,Furniture,Q2,Maharashtra,Online,349672,29179.54,20497.27,3.427058823e-06,0.1,0.180320183,2668.77,14589.77,1.32,5261.66,2,0.025765999,751.84,2816.51,29179.54
1391,High-Value,21-03-2023,Tuesday,March,Credit Card,Beauty,Makeup,Q1,Maharashtra,Retail Store,674173,223652.55,174309.46,2.235610549e-07,0.05,0.156598706,13667.39,44730.51,3.8,35023.7,5,0.002915236,652,13474.19,223652.55
5746,High-Value,26-02-2023,Sunday,February,Debit Card,Electronics,TVs,Q1,Maharashtra,Retail Store,932432,85324.4,51577.87,1.757996540e-06,0.15,0.285989236,7831.85,21331.1,4.22,24401.86,4,0.017730216,1512.82,7798.99,85324.4
2916,High-Value,21-04-2023,Friday,April,Debit Card,Fashion,Accessories,Q2,Himachal Pradesh,Retail Store,955856,24338.48,17157.47,,,0.186157065,1599.3,6084.62,3.11,4530.78,4,0.043179771,1050.93,2873.08,24338.48
6594,Low-Value,30-04-2023,Sunday,April,Debit Card,Beauty,Skincare,Q2,Haryana,Offline,154045,66817.16,42202.23,2.244932290e-06,0.15,0.303263264,4210.67,33408.58,3.83,20263.19,2,0.002111284,141.07,6455.72,66817.16
2886,High-Value,04-12-2023,Monday,December,Credit Card,Electronics,TVs,Q4,Haryana,Offline,526295,65173.2,41175.74,2.301559537e-06,0.15,0.280676413,5406.31,21724.4,4.08,18292.58,3,0.004581178,298.57,7455.16,65173.2
2568,High-Value,07-01-2023,Saturday,January,Credit Card,Electronics,Mobiles,Q1,Gujarat,Retail Store,711955,198757.44,143160.63,2.515629100e-07,0.05,0.222599919,10691.13,49689.36,3.38,44243.39,4,0.003332152,662.29,15594.1,198757.44
9201,Low-Value,17-05-2023,Wednesday,May,Cash,Electronics,Audio Player,Q2,Madhya Pradesh,Offline,921824,85099.62,61448.14,5.875466894e-07,0.05,0.175415942,7239.28,28366.54,1.13,14927.83,3,0.017442734,1484.37,6924.05,85099.62
8961,High-Value,19-04-2023,Wednesday,April,Debit Card,Beauty,Haircare,Q2,Madhya Pradesh,Online,134234,82497.72,60816.08,6.060773558e-07,0.05,0.169681174,6956.32,20624.43,3.49,13998.31,4,0.008812486,727.01,8388.48,82497.72
1001,Mid-Value,15-07-2023,Saturday,July,Debit Card,Fashion,Shoes,Q3,Uttarakhand,Offline,987307,40119.32,30212.59,2.492564680e-06,0.1,0.171965028,2722.12,40119.32,1.68,6899.12,1,0.007116023,285.49,3964.48,40119.32
5111,Mid-Value,07-09-2023,Thursday,September,Cash,Fashion,Shoes,Q3,Maharashtra,Retail Store,297665,209222.1,132188.39,,,0.263971110,19365.7,41844.42,3.31,55228.59,5,0.011659476,2439.42,19690,209222.1
9849,Low-Value,20-03-2023,Monday,March,Credit Card,Beauty,Makeup,Q1,Madhya Pradesh,Retail Store,623813,7677.63,5900.52,1.953727908e-05,0.15,0.120993067,635.7,7677.63,1.13,928.94,1,0.027673905,212.47,545.71,7677.63
5347,High-Value,30-03-2023,Thursday,March,Cash,Beauty,Fragrances,Q1,Himachal Pradesh,Retail Store,696951,22534.79,15810.72,2.218791478e-06,0.05,0.228580342,1416.69,22534.79,3.42,5151.01,1,0.006939048,156.37,1784.59,22534.79
1653,Low-Value,02-08-2023,Wednesday,August,Cash,Fashion,Clothing,Q3,Haryana,Offline,207355,39693.87,28552.97,2.519280685e-06,0.1,0.173287462,3547.71,13231.29,2.2,6878.45,3,0.018006307,714.74,3482.73,39693.87
1208,High-Value,26-09-2023,Tuesday,September,Debit Card,Electronics,Mobiles,Q3,Gujarat,Online,484438,144286.84,89345.14,6.930638997e-07,0.1,0.314733624,9065.82,36071.71,2.74,45411.92,4,0.003215539,463.96,13201.81,144286.84
5690,Low-Value,12-07-2023,Wednesday,July,Cash,Home & Kitchen,Furniture,Q3,Himachal Pradesh,Offline,747308,27727.76,19049.11,5.409740996e-06,0.15,0.230334510,2116.44,27727.76,4.55,6386.66,1,0.006331200,175.55,2197.44,27727.76
6140,Mid-Value,11-03-2023,Saturday,March,UPI,Home & Kitchen,Appliances,Q1,Uttarakhand,Online,470841,38546.12,26757.99,1.297147417e-06,0.05,0.236426909,2349.41,9636.53,3.23,9113.34,4,0.008441317,325.38,4762.37,38546.12
3002,Low-Value,18-12-2023,Monday,December,Cash,Fashion,Accessories,Q4,Punjab,Retail Store,981440,58544.68,46684.57,1.708097132e-06,0.1,0.107034149,3766.77,14636.17,2.62,6266.28,4,0.031207959,1827.06,8775.81,58544.68
8764,Mid-Value,09-09-2023,Saturday,September,UPI,Home & Kitchen,Appliances,Q3,Himachal Pradesh,Offline,851168,130458.54,81488.21,1.149790577e-06,0.15,0.312233067,6971.5,43486.18,3.19,40733.47,3,0.009699327,1265.36,12253.56,130458.54
4996,Mid-Value,09-01-2023,Monday,January,Credit Card,Fashion,Clothing,Q1,Gujarat,Retail Store,459794,46122.9,35403.54,,,0.098649695,4531.33,9224.58,3.5,4550.01,5,0.035514246,1638.02,5223.81,46122.9
4181,High-Value,21-09-2023,Thursday,September,UPI,Home & Kitchen,Cookware,Q3,Punjab,Offline,837803,45530.02,28357.59,3.294529631e-06,0.15,0.310626044,2845.64,45530.02,3.72,14142.81,1,0.004040850,183.98,2671.89,45530.02
9397,Low-Value,09-09-2023,Saturday,September,Cash,Electronics,TVs,Q3,Punjab,Offline,967713,79589.3,50351.5,6.282251509e-07,0.05,0.274259982,6739.52,15917.86,2.05,21828.16,5,0.008419725,670.12,10712.41,79589.3
8651,Low-Value,26-04-2023,Wednesday,April,Credit Card,Beauty,Haircare,Q2,Himachal Pradesh,Online,764971,81868.6,50292.43,1.832204288e-06,0.15,0.313953701,5243.32,16373.72,4.07,25702.95,5,0.007694037,629.9,5765.35,81868.6
8438,High-Value,11-05-2023,Thursday,May,UPI,Home & Kitchen,Appliances,Q2,Himachal Pradesh,Retail Store,957562,34863.89,27079.98,4.302445883e-06,0.15,0.153148716,2234.73,34863.89,3.2,5339.36,1,0.006018261,209.82,2483.69,34863.89
2469,Low-Value,16-12-2023,Saturday,December,Credit Card,Fashion,Clothing,Q4,Himachal Pradesh,Retail Store,980115,26430.75,20159.88,5.675207854e-06,0.15,0.159875902,1550.47,8810.25,2.57,4225.64,3,0.018719106,494.76,1401.5,26430.75
2152,Mid-Value,05-06-2023,Monday,June,Cash,Beauty,Skincare,Q2,Madhya Pradesh,Offline,147188,31639.84,22864.04,4.740858361e-06,0.15,0.168496427,2427.85,7909.96,2.69,5331.2,4,0.032135118,1016.75,2588.01,31639.84
